q1_neighbor_count,q2_neighbor_count,min_neighbor_count,max_neighbor_count,mean_neighbor_count,sum_neighbor_count,diff_neighbor_count,shared_neighbor_count
30,17,17,30,23.5,47,13,14
18,22,18,22,20.0,40,4,15
6,8,6,8,7.0,14,2,5
20,22,20,22,21.0,42,2,18
11,6,6,11,8.5,17,5,4
1,6,1,6,3.5,7,5,0
1,4,1,4,2.5,5,3,0
20,20,20,20,20.0,40,0,18
27,27,27,27,27.0,54,0,26
1,4,1,4,2.5,5,3,0
1,18,1,18,9.5,19,17,0
32,32,32,32,32.0,64,0,30
19,15,15,19,17.0,34,4,9
7,5,5,7,6.0,12,2,4
1,4,1,4,2.5,5,3,0
5,12,5,12,8.5,17,7,3
5,5,5,5,5.0,10,0,0
13,22,13,22,17.5,35,9,12
7,5,5,7,6.0,12,2,2
1,4,1,4,2.5,5,3,0
6,5,5,6,5.5,11,1,1
2,5,2,5,3.5,7,3,1
1,8,1,8,4.5,9,7,0
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
12,3,3,12,7.5,15,9,1
1,5,1,5,3.0,6,4,0
2,4,2,4,3.0,6,2,0
1,6,1,6,3.5,7,5,0
1,5,1,5,3.0,6,4,0
6,6,6,6,6.0,12,0,4
4,1,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
9,11,9,11,10.0,20,2,8
15,12,12,15,13.5,27,3,10
7,6,6,7,6.5,13,1,5
1,6,1,6,3.5,7,5,0
1,10,1,10,5.5,11,9,0
16,11,11,16,13.5,27,5,10
27,7,7,27,17.0,34,20,5
31,16,16,31,23.5,47,15,10
11,31,11,31,21.0,42,20,8
49,31,31,49,40.0,80,18,28
5,5,5,5,5.0,10,0,4
21,6,6,21,13.5,27,15,5
8,4,4,8,6.0,12,4,0
19,10,10,19,14.5,29,9,5
4,8,4,8,6.0,12,4,2
26,27,26,27,26.5,53,1,25
1,5,1,5,3.0,6,4,0
2,15,2,15,8.5,17,13,1
23,50,23,50,36.5,73,27,18
6,7,6,7,6.5,13,1,5
7,7,7,7,7.0,14,0,5
4,1,1,4,2.5,5,3,0
7,11,7,11,9.0,18,4,6
27,66,27,66,46.5,93,39,20
4,4,4,4,4.0,8,0,2
4,8,4,8,6.0,12,4,3
1,6,1,6,3.5,7,5,0
12,19,12,19,15.5,31,7,11
4,2,2,4,3.0,6,2,0
6,1,1,6,3.5,7,5,0
4,5,4,5,4.5,9,1,0
7,10,7,10,8.5,17,3,0
17,16,16,17,16.5,33,1,14
13,14,13,14,13.5,27,1,12
15,15,15,15,15.0,30,0,11
11,11,11,11,11.0,22,0,8
2,5,2,5,3.5,7,3,1
4,14,4,14,9.0,18,10,0
2,4,2,4,3.0,6,2,1
6,5,5,6,5.5,11,1,4
1,5,1,5,3.0,6,4,0
1,5,1,5,3.0,6,4,0
1,17,1,17,9.0,18,16,0
5,61,5,61,33.0,66,56,0
16,15,15,16,15.5,31,1,13
6,1,1,6,3.5,7,5,0
6,3,3,6,4.5,9,3,2
2,146,2,146,74.0,148,144,0
6,6,6,6,6.0,12,0,5
5,11,5,11,8.0,16,6,4
38,53,38,53,45.5,91,15,21
2,7,2,7,4.5,9,5,0
14,1,1,14,7.5,15,13,0
5,1,1,5,3.0,6,4,0
4,5,4,5,4.5,9,1,3
11,11,11,11,11.0,22,0,9
13,13,13,13,13.0,26,0,12
11,12,11,12,11.5,23,1,9
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
2,5,2,5,3.5,7,3,1
20,15,15,20,17.5,35,5,13
12,11,11,12,11.5,23,1,10
4,26,4,26,15.0,30,22,0
1,5,1,5,3.0,6,4,0
4,6,4,6,5.0,10,2,3
4,4,4,4,4.0,8,0,3
16,12,12,16,14.0,28,4,9
5,1,1,5,3.0,6,4,0
2,4,2,4,3.0,6,2,0
1,4,1,4,2.5,5,3,0
25,24,24,25,24.5,49,1,17
5,8,5,8,6.5,13,3,3
4,5,4,5,4.5,9,1,3
6,1,1,6,3.5,7,5,0
1,20,1,20,10.5,21,19,0
1,6,1,6,3.5,7,5,0
4,1,1,4,2.5,5,3,0
5,6,5,6,5.5,11,1,0
26,27,26,27,26.5,53,1,25
56,2,2,56,29.0,58,54,1
1,5,1,5,3.0,6,4,0
4,4,4,4,4.0,8,0,2
7,6,6,7,6.5,13,1,5
8,5,5,8,6.5,13,3,4
13,17,13,17,15.0,30,4,12
3,7,3,7,5.0,10,4,1
13,5,5,13,9.0,18,8,0
5,2,2,5,3.5,7,3,1
8,7,7,8,7.5,15,1,6
9,4,4,9,6.5,13,5,3
4,1,1,4,2.5,5,3,0
1,6,1,6,3.5,7,5,0
12,11,11,12,11.5,23,1,10
7,7,7,7,7.0,14,0,6
13,4,4,13,8.5,17,9,3
1,5,1,5,3.0,6,4,0
11,11,11,11,11.0,22,0,9
4,14,4,14,9.0,18,10,3
1,4,1,4,2.5,5,3,0
5,5,5,5,5.0,10,0,3
27,37,27,37,32.0,64,10,24
23,39,23,39,31.0,62,16,13
1,6,1,6,3.5,7,5,0
7,1,1,7,4.0,8,6,0
6,6,6,6,6.0,12,0,5
12,14,12,14,13.0,26,2,8
10,7,7,10,8.5,17,3,6
31,32,31,32,31.5,63,1,29
22,23,22,23,22.5,45,1,20
42,35,35,42,38.5,77,7,21
4,6,4,6,5.0,10,2,3
6,7,6,7,6.5,13,1,5
13,12,12,13,12.5,25,1,8
5,5,5,5,5.0,10,0,4
17,13,13,17,15.0,30,4,10
2,4,2,4,3.0,6,2,1
8,13,8,13,10.5,21,5,7
4,1,1,4,2.5,5,3,0
20,20,20,20,20.0,40,0,18
16,13,13,16,14.5,29,3,10
2,4,2,4,3.0,6,2,1
40,34,34,40,37.0,74,6,33
1,29,1,29,15.0,30,28,0
8,1,1,8,4.5,9,7,0
7,15,7,15,11.0,22,8,0
1,5,1,5,3.0,6,4,0
1,6,1,6,3.5,7,5,0
1,4,1,4,2.5,5,3,0
6,9,6,9,7.5,15,3,1
43,5,5,43,24.0,48,38,4
6,1,1,6,3.5,7,5,0
18,17,17,18,17.5,35,1,16
41,40,40,41,40.5,81,1,31
10,9,9,10,9.5,19,1,8
6,13,6,13,9.5,19,7,4
1,5,1,5,3.0,6,4,0
1,5,1,5,3.0,6,4,0
1,8,1,8,4.5,9,7,0
17,11,11,17,14.0,28,6,10
1,4,1,4,2.5,5,3,0
4,18,4,18,11.0,22,14,1
3,4,3,4,3.5,7,1,2
1,7,1,7,4.0,8,6,0
17,14,14,17,15.5,31,3,9
4,2,2,4,3.0,6,2,1
16,3,3,16,9.5,19,13,2
6,8,6,8,7.0,14,2,4
15,46,15,46,30.5,61,31,1
7,4,4,7,5.5,11,3,3
11,1,1,11,6.0,12,10,0
22,23,22,23,22.5,45,1,20
2,25,2,25,13.5,27,23,0
8,5,5,8,6.5,13,3,1
1,5,1,5,3.0,6,4,0
4,6,4,6,5.0,10,2,3
2,4,2,4,3.0,6,2,1
1,4,1,4,2.5,5,3,0
6,1,1,6,3.5,7,5,0
1,4,1,4,2.5,5,3,0
8,2,2,8,5.0,10,6,1
11,13,11,13,12.0,24,2,9
25,16,16,25,20.5,41,9,13
8,8,8,8,8.0,16,0,4
8,5,5,8,6.5,13,3,4
4,5,4,5,4.5,9,1,1
6,5,5,6,5.5,11,1,2
10,1,1,10,5.5,11,9,0
16,19,16,19,17.5,35,3,15
36,36,36,36,36.0,72,0,32
4,1,1,4,2.5,5,3,0
6,9,6,9,7.5,15,3,1
7,4,4,7,5.5,11,3,3
16,16,16,16,16.0,32,0,14
4,1,1,4,2.5,5,3,0
29,20,20,29,24.5,49,9,14
7,7,7,7,7.0,14,0,5
6,9,6,9,7.5,15,3,5
4,26,4,26,15.0,30,22,0
21,21,21,21,21.0,42,0,18
3,4,3,4,3.5,7,1,2
8,1,1,8,4.5,9,7,0
6,9,6,9,7.5,15,3,5
2,7,2,7,4.5,9,5,0
4,1,1,4,2.5,5,3,0
6,7,6,7,6.5,13,1,5
4,1,1,4,2.5,5,3,0
6,8,6,8,7.0,14,2,1
1,7,1,7,4.0,8,6,0
13,11,11,13,12.0,24,2,9
34,15,15,34,24.5,49,19,12
5,2,2,5,3.5,7,3,0
7,1,1,7,4.0,8,6,0
1,4,1,4,2.5,5,3,0
7,2,2,7,4.5,9,5,1
4,1,1,4,2.5,5,3,0
4,6,4,6,5.0,10,2,3
14,10,10,14,12.0,24,4,8
1,4,1,4,2.5,5,3,0
7,8,7,8,7.5,15,1,6
9,1,1,9,5.0,10,8,0
3,4,3,4,3.5,7,1,2
47,25,25,47,36.0,72,22,21
6,2,2,6,4.0,8,4,1
6,10,6,10,8.0,16,4,2
33,40,33,40,36.5,73,7,31
26,27,26,27,26.5,53,1,25
6,1,1,6,3.5,7,5,0
3,7,3,7,5.0,10,4,2
6,5,5,6,5.5,11,1,4
5,9,5,9,7.0,14,4,4
8,8,8,8,8.0,16,0,6
6,5,5,6,5.5,11,1,4
17,9,9,17,13.0,26,8,4
1,5,1,5,3.0,6,4,0
7,4,4,7,5.5,11,3,3
14,12,12,14,13.0,26,2,11
7,7,7,7,7.0,14,0,6
5,5,5,5,5.0,10,0,4
4,4,4,4,4.0,8,0,3
6,1,1,6,3.5,7,5,0
10,1,1,10,5.5,11,9,0
7,9,7,9,8.0,16,2,6
6,29,6,29,17.5,35,23,1
15,9,9,15,12.0,24,6,7
11,4,4,11,7.5,15,7,0
18,16,16,18,17.0,34,2,12
1,4,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
35,32,32,35,33.5,67,3,31
4,4,4,4,4.0,8,0,0
7,4,4,7,5.5,11,3,0
4,2,2,4,3.0,6,2,1
7,8,7,8,7.5,15,1,6
9,4,4,9,6.5,13,5,3
25,20,20,25,22.5,45,5,18
5,5,5,5,5.0,10,0,4
2,4,2,4,3.0,6,2,1
7,7,7,7,7.0,14,0,6
1,4,1,4,2.5,5,3,0
34,29,29,34,31.5,63,5,25
2,4,2,4,3.0,6,2,1
15,14,14,15,14.5,29,1,11
1,4,1,4,2.5,5,3,0
9,9,9,9,9.0,18,0,8
17,24,17,24,20.5,41,7,12
4,1,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
11,19,11,19,15.0,30,8,9
1,4,1,4,2.5,5,3,0
49,28,28,49,38.5,77,21,27
1,22,1,22,11.5,23,21,0
9,14,9,14,11.5,23,5,7
3,4,3,4,3.5,7,1,2
21,15,15,21,18.0,36,6,8
4,1,1,4,2.5,5,3,0
8,22,8,22,15.0,30,14,5
6,6,6,6,6.0,12,0,3
15,17,15,17,16.0,32,2,14
4,2,2,4,3.0,6,2,1
24,39,24,39,31.5,63,15,22
7,5,5,7,6.0,12,2,1
13,12,12,13,12.5,25,1,11
5,1,1,5,3.0,6,4,0
4,23,4,23,13.5,27,19,3
34,38,34,38,36.0,72,4,8
4,2,2,4,3.0,6,2,1
1,7,1,7,4.0,8,6,0
13,11,11,13,12.0,24,2,10
15,1,1,15,8.0,16,14,0
1,4,1,4,2.5,5,3,0
13,13,13,13,13.0,26,0,12
38,20,20,38,29.0,58,18,16
14,24,14,24,19.0,38,10,12
5,5,5,5,5.0,10,0,4
5,1,1,5,3.0,6,4,0
9,1,1,9,5.0,10,8,0
12,47,12,47,29.5,59,35,9
1,4,1,4,2.5,5,3,0
1,6,1,6,3.5,7,5,0
5,1,1,5,3.0,6,4,0
10,18,10,18,14.0,28,8,3
15,12,12,15,13.5,27,3,10
4,4,4,4,4.0,8,0,1
1,9,1,9,5.0,10,8,0
5,1,1,5,3.0,6,4,0
18,28,18,28,23.0,46,10,16
5,1,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
10,17,10,17,13.5,27,7,8
10,1,1,10,5.5,11,9,0
4,1,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
4,4,4,4,4.0,8,0,2
9,11,9,11,10.0,20,2,8
8,8,8,8,8.0,16,0,5
31,38,31,38,34.5,69,7,29
2,6,2,6,4.0,8,4,0
10,13,10,13,11.5,23,3,5
29,21,21,29,25.0,50,8,15
4,2,2,4,3.0,6,2,1
31,35,31,35,33.0,66,4,16
10,2,2,10,6.0,12,8,0
11,9,9,11,10.0,20,2,7
5,1,1,5,3.0,6,4,0
49,30,30,49,39.5,79,19,24
18,12,12,18,15.0,30,6,9
4,4,4,4,4.0,8,0,1
2,9,2,9,5.5,11,7,1
5,5,5,5,5.0,10,0,3
1,5,1,5,3.0,6,4,0
1,4,1,4,2.5,5,3,0
11,10,10,11,10.5,21,1,9
4,1,1,4,2.5,5,3,0
7,9,7,9,8.0,16,2,5
7,5,5,7,6.0,12,2,2
4,5,4,5,4.5,9,1,2
9,1,1,9,5.0,10,8,0
6,7,6,7,6.5,13,1,3
4,2,2,4,3.0,6,2,1
7,9,7,9,8.0,16,2,3
1,5,1,5,3.0,6,4,0
1,6,1,6,3.5,7,5,0
5,25,5,25,15.0,30,20,3
5,5,5,5,5.0,10,0,4
20,25,20,25,22.5,45,5,17
18,19,18,19,18.5,37,1,15
6,5,5,6,5.5,11,1,4
11,6,6,11,8.5,17,5,5
10,11,10,11,10.5,21,1,9
38,40,38,40,39.0,78,2,30
6,9,6,9,7.5,15,3,1
6,1,1,6,3.5,7,5,0
27,1,1,27,14.0,28,26,0
26,26,26,26,26.0,52,0,25
16,21,16,21,18.5,37,5,14
10,1,1,10,5.5,11,9,0
4,1,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
17,10,10,17,13.5,27,7,9
11,1,1,11,6.0,12,10,0
1,9,1,9,5.0,10,8,0
6,8,6,8,7.0,14,2,5
11,10,10,11,10.5,21,1,8
8,5,5,8,6.5,13,3,1
8,11,8,11,9.5,19,3,7
22,20,20,22,21.0,42,2,19
40,53,40,53,46.5,93,13,37
1,18,1,18,9.5,19,17,0
14,20,14,20,17.0,34,6,11
10,49,10,49,29.5,59,39,9
13,12,12,13,12.5,25,1,7
4,1,1,4,2.5,5,3,0
9,14,9,14,11.5,23,5,7
5,1,1,5,3.0,6,4,0
18,17,17,18,17.5,35,1,15
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
6,4,4,6,5.0,10,2,3
4,5,4,5,4.5,9,1,3
4,1,1,4,2.5,5,3,0
19,27,19,27,23.0,46,8,17
1,6,1,6,3.5,7,5,0
10,11,10,11,10.5,21,1,8
20,18,18,20,19.0,38,2,14
2,4,2,4,3.0,6,2,1
20,18,18,20,19.0,38,2,16
5,5,5,5,5.0,10,0,4
39,48,39,48,43.5,87,9,35
11,1,1,11,6.0,12,10,0
5,8,5,8,6.5,13,3,2
28,38,28,38,33.0,66,10,27
1,12,1,12,6.5,13,11,0
1,6,1,6,3.5,7,5,0
16,20,16,20,18.0,36,4,15
5,6,5,6,5.5,11,1,4
4,5,4,5,4.5,9,1,0
1,11,1,11,6.0,12,10,0
11,9,9,11,10.0,20,2,5
4,9,4,9,6.5,13,5,1
4,1,1,4,2.5,5,3,0
14,10,10,14,12.0,24,4,8
12,1,1,12,6.5,13,11,0
14,20,14,20,17.0,34,6,6
5,4,4,5,4.5,9,1,3
13,7,7,13,10.0,20,6,6
5,5,5,5,5.0,10,0,4
1,4,1,4,2.5,5,3,0
9,5,5,9,7.0,14,4,0
1,4,1,4,2.5,5,3,0
8,17,8,17,12.5,25,9,7
4,1,1,4,2.5,5,3,0
5,3,3,5,4.0,8,2,1
1,16,1,16,8.5,17,15,0
7,11,7,11,9.0,18,4,6
1,5,1,5,3.0,6,4,0
146,27,27,146,86.5,173,119,25
3,8,3,8,5.5,11,5,2
11,10,10,11,10.5,21,1,3
1,14,1,14,7.5,15,13,0
7,3,3,7,5.0,10,4,2
11,3,3,11,7.0,14,8,0
1,4,1,4,2.5,5,3,0
36,33,33,36,34.5,69,3,27
18,11,11,18,14.5,29,7,8
34,29,29,34,31.5,63,5,23
1,4,1,4,2.5,5,3,0
11,1,1,11,6.0,12,10,0
14,6,6,14,10.0,20,8,0
4,2,2,4,3.0,6,2,0
1,6,1,6,3.5,7,5,0
9,13,9,13,11.0,22,4,7
8,4,4,8,6.0,12,4,2
5,6,5,6,5.5,11,1,0
1,21,1,21,11.0,22,20,0
9,8,8,9,8.5,17,1,3
4,7,4,7,5.5,11,3,3
1,5,1,5,3.0,6,4,0
23,13,13,23,18.0,36,10,12
4,4,4,4,4.0,8,0,3
26,26,26,26,26.0,52,0,25
6,1,1,6,3.5,7,5,0
10,7,7,10,8.5,17,3,3
4,7,4,7,5.5,11,3,3
4,1,1,4,2.5,5,3,0
3,5,3,5,4.0,8,2,2
1,5,1,5,3.0,6,4,0
17,16,16,17,16.5,33,1,14
1,4,1,4,2.5,5,3,0
8,9,8,9,8.5,17,1,7
1,4,1,4,2.5,5,3,0
15,12,12,15,13.5,27,3,10
5,1,1,5,3.0,6,4,0
49,42,42,49,45.5,91,7,25
10,4,4,10,7.0,14,6,2
5,4,4,5,4.5,9,1,1
1,4,1,4,2.5,5,3,0
6,8,6,8,7.0,14,2,5
26,13,13,26,19.5,39,13,9
5,2,2,5,3.5,7,3,1
1,4,1,4,2.5,5,3,0
1,17,1,17,9.0,18,16,0
10,9,9,10,9.5,19,1,8
3,4,3,4,3.5,7,1,2
9,12,9,12,10.5,21,3,8
18,18,18,18,18.0,36,0,16
18,13,13,18,15.5,31,5,12
3,4,3,4,3.5,7,1,2
29,29,29,29,29.0,58,0,27
4,5,4,5,4.5,9,1,3
3,15,3,15,9.0,18,12,2
2,4,2,4,3.0,6,2,0
1,4,1,4,2.5,5,3,0
47,46,46,47,46.5,93,1,33
22,21,21,22,21.5,43,1,17
45,29,29,45,37.0,74,16,28
14,20,14,20,17.0,34,6,9
9,9,9,9,9.0,18,0,6
5,1,1,5,3.0,6,4,0
15,13,13,15,14.0,28,2,12
3,4,3,4,3.5,7,1,0
4,4,4,4,4.0,8,0,3
33,33,33,33,33.0,66,0,31
7,8,7,8,7.5,15,1,6
1,7,1,7,4.0,8,6,0
1,4,1,4,2.5,5,3,0
1,15,1,15,8.0,16,14,0
1,7,1,7,4.0,8,6,0
14,7,7,14,10.5,21,7,5
9,10,9,10,9.5,19,1,7
4,1,1,4,2.5,5,3,0
4,9,4,9,6.5,13,5,0
2,5,2,5,3.5,7,3,1
1,10,1,10,5.5,11,9,0
9,14,9,14,11.5,23,5,8
5,10,5,10,7.5,15,5,2
23,26,23,26,24.5,49,3,17
5,2,2,5,3.5,7,3,1
5,1,1,5,3.0,6,4,0
5,11,5,11,8.0,16,6,4
2,4,2,4,3.0,6,2,1
1,5,1,5,3.0,6,4,0
24,24,24,24,24.0,48,0,21
21,20,20,21,20.5,41,1,19
4,5,4,5,4.5,9,1,3
1,7,1,7,4.0,8,6,0
1,4,1,4,2.5,5,3,0
5,4,4,5,4.5,9,1,3
1,8,1,8,4.5,9,7,0
4,1,1,4,2.5,5,3,0
18,17,17,18,17.5,35,1,9
15,13,13,15,14.0,28,2,12
25,7,7,25,16.0,32,18,5
11,11,11,11,11.0,22,0,10
17,24,17,24,20.5,41,7,13
12,12,12,12,12.0,24,0,5
5,3,3,5,4.0,8,2,2
2,5,2,5,3.5,7,3,0
8,13,8,13,10.5,21,5,7
5,33,5,33,19.0,38,28,2
16,12,12,16,14.0,28,4,11
3,34,3,34,18.5,37,31,2
4,1,1,4,2.5,5,3,0
2,9,2,9,5.5,11,7,0
17,11,11,17,14.0,28,6,9
22,1,1,22,11.5,23,21,0
2,14,2,14,8.0,16,12,0
15,13,13,15,14.0,28,2,10
2,6,2,6,4.0,8,4,1
8,8,8,8,8.0,16,0,7
24,16,16,24,20.0,40,8,10
13,7,7,13,10.0,20,6,6
13,13,13,13,13.0,26,0,4
28,7,7,28,17.5,35,21,1
1,7,1,7,4.0,8,6,0
5,1,1,5,3.0,6,4,0
7,14,7,14,10.5,21,7,5
7,1,1,7,4.0,8,6,0
4,10,4,10,7.0,14,6,3
20,13,13,20,16.5,33,7,12
4,4,4,4,4.0,8,0,3
3,6,3,6,4.5,9,3,0
2,16,2,16,9.0,18,14,0
8,11,8,11,9.5,19,3,6
5,4,4,5,4.5,9,1,3
2,8,2,8,5.0,10,6,1
9,5,5,9,7.0,14,4,4
24,23,23,24,23.5,47,1,22
1,4,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
1,66,1,66,33.5,67,65,0
9,10,9,10,9.5,19,1,7
8,11,8,11,9.5,19,3,4
16,10,10,16,13.0,26,6,7
17,23,17,23,20.0,40,6,10
4,1,1,4,2.5,5,3,0
21,25,21,25,23.0,46,4,14
4,6,4,6,5.0,10,2,3
34,25,25,34,29.5,59,9,19
7,1,1,7,4.0,8,6,0
12,9,9,12,10.5,21,3,7
11,1,1,11,6.0,12,10,0
33,17,17,33,25.0,50,16,11
3,9,3,9,6.0,12,6,0
5,11,5,11,8.0,16,6,3
1,21,1,21,11.0,22,20,0
36,34,34,36,35.0,70,2,30
13,20,13,20,16.5,33,7,8
4,35,4,35,19.5,39,31,3
4,1,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
13,17,13,17,15.0,30,4,0
4,3,3,4,3.5,7,1,1
1,7,1,7,4.0,8,6,0
7,10,7,10,8.5,17,3,6
1,4,1,4,2.5,5,3,0
8,17,8,17,12.5,25,9,7
6,2,2,6,4.0,8,4,1
5,1,1,5,3.0,6,4,0
36,27,27,36,31.5,63,9,25
44,19,19,44,31.5,63,25,17
40,23,23,40,31.5,63,17,21
6,2,2,6,4.0,8,4,1
45,44,44,45,44.5,89,1,32
9,8,8,9,8.5,17,1,7
37,39,37,39,38.0,76,2,20
4,1,1,4,2.5,5,3,0
6,6,6,6,6.0,12,0,5
16,14,14,16,15.0,30,2,13
1,4,1,4,2.5,5,3,0
15,20,15,20,17.5,35,5,14
4,21,4,21,12.5,25,17,0
5,4,4,5,4.5,9,1,1
10,13,10,13,11.5,23,3,9
13,12,12,13,12.5,25,1,10
5,1,1,5,3.0,6,4,0
15,9,9,15,12.0,24,6,6
7,12,7,12,9.5,19,5,5
6,7,6,7,6.5,13,1,5
50,41,41,50,45.5,91,9,24
1,17,1,17,9.0,18,16,0
18,23,18,23,20.5,41,5,16
10,5,5,10,7.5,15,5,2
4,1,1,4,2.5,5,3,0
20,20,20,20,20.0,40,0,18
4,7,4,7,5.5,11,3,3
7,8,7,8,7.5,15,1,6
12,18,12,18,15.0,30,6,8
5,4,4,5,4.5,9,1,3
21,15,15,21,18.0,36,6,12
17,33,17,33,25.0,50,16,13
6,3,3,6,4.5,9,3,2
1,6,1,6,3.5,7,5,0
1,8,1,8,4.5,9,7,0
5,1,1,5,3.0,6,4,0
15,14,14,15,14.5,29,1,13
6,1,1,6,3.5,7,5,0
4,13,4,13,8.5,17,9,2
14,14,14,14,14.0,28,0,11
12,1,1,12,6.5,13,11,0
3,5,3,5,4.0,8,2,2
5,5,5,5,5.0,10,0,4
6,6,6,6,6.0,12,0,5
1,10,1,10,5.5,11,9,0
4,1,1,4,2.5,5,3,0
13,16,13,16,14.5,29,3,12
4,1,1,4,2.5,5,3,0
40,39,39,40,39.5,79,1,35
20,17,17,20,18.5,37,3,15
10,12,10,12,11.0,22,2,6
10,9,9,10,9.5,19,1,7
17,16,16,17,16.5,33,1,13
13,66,13,66,39.5,79,53,10
2,5,2,5,3.5,7,3,1
48,28,28,48,38.0,76,20,24
4,1,1,4,2.5,5,3,0
7,12,7,12,9.5,19,5,3
1,4,1,4,2.5,5,3,0
14,16,14,16,15.0,30,2,13
6,7,6,7,6.5,13,1,5
7,1,1,7,4.0,8,6,0
5,8,5,8,6.5,13,3,4
6,1,1,6,3.5,7,5,0
4,1,1,4,2.5,5,3,0
6,1,1,6,3.5,7,5,0
55,11,11,55,33.0,66,44,7
4,1,1,4,2.5,5,3,0
31,32,31,32,31.5,63,1,24
25,20,20,25,22.5,45,5,19
4,5,4,5,4.5,9,1,3
2,7,2,7,4.5,9,5,1
12,15,12,15,13.5,27,3,11
8,1,1,8,4.5,9,7,0
8,1,1,8,4.5,9,7,0
2,16,2,16,9.0,18,14,1
13,13,13,13,13.0,26,0,12
1,6,1,6,3.5,7,5,0
12,11,11,12,11.5,23,1,10
5,6,5,6,5.5,11,1,4
9,7,7,9,8.0,16,2,6
3,5,3,5,4.0,8,2,1
5,4,4,5,4.5,9,1,2
1,8,1,8,4.5,9,7,0
6,7,6,7,6.5,13,1,3
1,8,1,8,4.5,9,7,0
2,9,2,9,5.5,11,7,1
5,1,1,5,3.0,6,4,0
24,23,23,24,23.5,47,1,20
1,4,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
6,6,6,6,6.0,12,0,5
8,1,1,8,4.5,9,7,0
1,5,1,5,3.0,6,4,0
15,3,3,15,9.0,18,12,2
13,11,11,13,12.0,24,2,1
4,1,1,4,2.5,5,3,0
39,28,28,39,33.5,67,11,21
42,49,42,49,45.5,91,7,25
2,4,2,4,3.0,6,2,1
4,1,1,4,2.5,5,3,0
2,6,2,6,4.0,8,4,1
12,19,12,19,15.5,31,7,11
1,4,1,4,2.5,5,3,0
4,5,4,5,4.5,9,1,3
4,1,1,4,2.5,5,3,0
6,6,6,6,6.0,12,0,5
6,7,6,7,6.5,13,1,5
9,1,1,9,5.0,10,8,0
4,1,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
6,40,6,40,23.0,46,34,0
20,18,18,20,19.0,38,2,16
1,7,1,7,4.0,8,6,0
11,8,8,11,9.5,19,3,3
5,2,2,5,3.5,7,3,1
2,17,2,17,9.5,19,15,0
13,9,9,13,11.0,22,4,8
14,1,1,14,7.5,15,13,0
5,5,5,5,5.0,10,0,4
2,9,2,9,5.5,11,7,1
5,4,4,5,4.5,9,1,0
1,12,1,12,6.5,13,11,0
36,24,24,36,30.0,60,12,17
37,16,16,37,26.5,53,21,11
1,9,1,9,5.0,10,8,0
2,6,2,6,4.0,8,4,1
5,1,1,5,3.0,6,4,0
28,19,19,28,23.5,47,9,14
23,12,12,23,17.5,35,11,10
10,7,7,10,8.5,17,3,6
1,21,1,21,11.0,22,20,0
6,5,5,6,5.5,11,1,3
18,19,18,19,18.5,37,1,17
4,1,1,4,2.5,5,3,0
5,5,5,5,5.0,10,0,4
18,16,16,18,17.0,34,2,11
18,20,18,20,19.0,38,2,15
5,5,5,5,5.0,10,0,3
1,5,1,5,3.0,6,4,0
5,1,1,5,3.0,6,4,0
1,5,1,5,3.0,6,4,0
13,8,8,13,10.5,21,5,6
1,6,1,6,3.5,7,5,0
1,4,1,4,2.5,5,3,0
13,1,1,13,7.0,14,12,0
20,11,11,20,15.5,31,9,9
6,4,4,6,5.0,10,2,3
4,4,4,4,4.0,8,0,3
25,31,25,31,28.0,56,6,19
1,4,1,4,2.5,5,3,0
4,4,4,4,4.0,8,0,2
5,10,5,10,7.5,15,5,4
9,15,9,15,12.0,24,6,8
23,18,18,23,20.5,41,5,14
25,40,25,40,32.5,65,15,19
13,25,13,25,19.0,38,12,9
1,7,1,7,4.0,8,6,0
21,15,15,21,18.0,36,6,7
11,10,10,11,10.5,21,1,9
8,11,8,11,9.5,19,3,6
31,33,31,33,32.0,64,2,21
20,20,20,20,20.0,40,0,18
5,5,5,5,5.0,10,0,4
5,8,5,8,6.5,13,3,3
9,14,9,14,11.5,23,5,6
8,6,6,8,7.0,14,2,3
10,13,10,13,11.5,23,3,9
1,5,1,5,3.0,6,4,0
14,36,14,36,25.0,50,22,11
4,1,1,4,2.5,5,3,0
5,5,5,5,5.0,10,0,4
6,1,1,6,3.5,7,5,0
1,24,1,24,12.5,25,23,0
11,7,7,11,9.0,18,4,4
5,2,2,5,3.5,7,3,1
3,4,3,4,3.5,7,1,2
12,6,6,12,9.0,18,6,3
