q1_hash,q2_hash,q1_freq,q2_freq
1442,34733,5,1
1443,26649,1,5
1444,11193,13,8
1445,9039,1,6
1446,27308,1,4
1447,34734,13,1
1448,27387,20,11
1449,34735,6,4
1450,34736,4,4
1451,8706,25,31
1452,34737,1,4
1453,14389,4,4
1454,13064,5,10
1455,7171,9,15
1456,13766,23,18
1457,909,25,40
1458,1600,13,25
1459,19214,1,7
1460,2782,21,15
1461,21381,11,10
1462,4675,8,11
1463,6102,31,33
1464,34374,20,20
1465,19052,5,5
1466,34738,5,8
1467,7729,9,14
1468,34739,8,6
1469,34740,10,13
1470,12613,1,5
1471,1799,14,36
1472,34741,4,1
334,9161,5,5
1473,34742,6,1
1474,34298,1,24
1475,17404,11,7
1476,34743,5,2
1477,34744,3,4
1478,34745,12,6
1479,3106,10,7
1480,34746,1,4
1375,7774,31,31
1481,32788,10,8
23,20914,6,7
1482,563,38,38
1483,31243,10,12
1484,34747,1,5
1485,34748,4,1
1486,22939,6,6
1487,27750,4,4
1488,28519,6,5
1489,15496,1,27
1490,12180,11,9
1491,34749,42,44
1492,34750,2,4
1493,14733,9,17
1494,7361,38,47
1495,34751,13,11
1496,34752,4,1
1497,18189,10,12
1498,27146,7,6
1499,34753,5,1
1500,11369,1,20
1501,34754,2,6
1502,1640,29,39
1503,9046,9,6
1504,34755,5,1
1505,34756,17,20
1506,34757,4,1
1507,1463,30,31
1508,31576,6,4
1509,7433,12,11
1510,1865,16,22
1511,34758,6,6
1109,804,26,26
1512,17085,7,7
1513,34759,1,4
1514,23671,7,9
1515,19252,8,4
1516,34760,4,1
1517,34761,10,1
1518,34762,5,5
1519,10946,19,18
1520,34763,1,8
1521,34764,4,1
1522,34765,11,2
1523,34766,5,1
1524,9980,18,21
213,14560,10,10
1525,9260,29,29
1526,23069,4,4
1527,34767,9,8
1528,15641,2,6
1529,16946,4,4
1530,2983,16,8
1531,34768,4,3
1532,32463,6,6
1533,34769,5,4
1534,19710,22,25
1535,9181,11,6
1536,12788,8,8
1537,13449,37,5
1538,27337,1,5
1539,10,1,5
1540,34770,7,1
1541,13113,7,5
1542,12602,13,17
1543,5031,18,6
1544,4289,2,4
1545,30178,1,5
1546,34771,1,4
909,4750,40,23
1547,14466,2,6
1548,23734,3,5
1549,34772,1,9
1550,34773,4,1
1551,34774,5,1
1074,796,8,16
1552,3735,1,9
1553,5480,41,48
1554,34775,1,7
846,6275,11,12
1555,34776,6,1
1556,34777,5,5
1557,34778,9,3
1558,7737,21,25
1559,34779,7,2
469,5724,30,32
824,34262,11,10
1560,27473,1,6
1561,10613,15,21
704,22881,13,10
1562,34780,4,1
1078,947,29,25
1563,486,10,12
989,24901,3,6
1564,34781,7,6
1565,34231,2,30
1566,15000,1,4
1567,34782,9,1
1568,17861,1,4
1569,13049,9,22
1570,34783,1,4
1571,34784,7,5
1572,10868,2,6
1573,21441,10,10
156,10463,12,12
1574,34785,18,19
1575,34786,10,1
1576,32845,3,7
1577,34787,5,10
1578,11777,14,13
1579,34788,16,1
1580,10110,5,2
1581,16370,10,21
1582,34789,6,1
1583,34790,4,3
1584,34791,4,1
1585,34792,5,1
1586,14527,7,8
1587,34793,7,3
1588,34794,5,2
1589,14553,3,7
1590,34795,4,20
1591,17080,7,7
1592,34796,10,12
1593,14577,7,7
1594,32351,6,7
1595,34797,5,1
72,34651,6,15
1596,34798,7,1
1597,15496,26,27
1598,26001,6,14
1590,34207,4,19
1599,11256,21,19
1600,24814,25,18
1601,34799,4,1
1602,34800,9,1
1603,10352,15,28
1604,18088,5,4
1605,31533,6,7
1606,4280,1,17
1607,21481,8,4
1146,22911,5,9
1608,34801,1,4
1609,34802,4,2
1610,6298,21,21
1611,34803,4,2
1612,34804,4,1
1613,34805,7,1
1614,139,6,26
1615,12102,4,5
1616,29377,9,20
1617,13429,7,8
1618,3576,25,66
1619,24814,22,18
1620,14937,6,7
1621,21579,5,7
1622,6190,6,5
1623,18996,3,5
1624,3701,6,6
1625,34806,4,1
1626,34807,1,4
174,34808,7,1
1627,23683,6,6
1628,34809,1,4
1629,24051,14,13
1630,16805,4,4
1631,7656,1,16
1632,34810,2,7
1633,34811,10,9
556,10416,27,27
1634,4165,26,27
1635,27,9,6
1636,13179,11,13
1637,17979,33,37
1638,14032,2,5
1639,34812,9,1
1640,30194,39,46
1641,236,2,146
1642,34813,5,1
1421,34814,14,1
1643,20364,4,6
1644,34815,8,1
1645,34816,4,1
1646,4829,5,4
1647,13418,7,8
1648,13124,19,11
753,34817,5,1
1649,34818,10,5
1650,34819,2,5
1651,17741,8,11
1368,15217,14,14
1652,5272,12,14
1653,34820,9,9
1654,28032,4,5
78,4095,11,32
1655,34821,4,2
1656,708,42,31
94,34822,5,1
1657,11856,9,6
1658,21006,1,11
463,1214,36,29
1659,820,2,7
1315,12737,44,13
1660,34823,4,2
1661,34824,4,1
1662,4785,37,28
1663,16955,1,18
1664,34825,5,4
1665,4952,1,4
1666,34826,7,1
1667,34827,1,6
1668,34828,6,1
1669,7585,34,28
1014,24104,25,20
1670,20259,1,25
1671,34829,5,1
750,14106,21,23
1672,34830,4,1
1673,9372,1,8
1674,9340,25,26
1675,23245,13,14
362,34831,4,1
1676,34832,10,10
1677,16622,8,9
1678,6737,20,11
1679,34700,8,12
1680,4446,1,13
1681,34833,4,4
1682,29751,4,4
1109,10639,26,26
1683,27895,2,4
1684,31432,10,8
1685,13680,1,26
1686,34834,9,8
1687,1617,8,7
1688,34835,4,1
1689,4044,1,9
1690,24833,1,4
1691,15588,5,10
1692,18561,2,14
1693,3425,13,17
1694,12112,5,10
1695,34511,1,5
1696,34836,8,2
1697,12401,5,6
1698,8579,14,14
1699,34837,4,6
318,11000,21,11
1700,8544,1,10
1701,34838,1,5
1702,34839,4,1
1703,34840,5,5
1704,34841,4,1
1705,13311,1,6
1706,10908,13,13
1707,34652,1,4
1708,23622,6,6
1709,34842,4,3
1710,34843,1,6
1711,34844,4,1
1712,34391,42,31
1713,34845,6,1
1714,4528,17,14
1715,595,8,6
1716,7033,13,15
1717,12651,1,22
1718,34846,4,7
1719,15704,4,4
1720,34847,6,1
1721,7593,14,5
1722,34848,8,1
1723,4319,42,40
1724,34849,6,1
1725,16945,3,6
1726,34850,5,1
1727,5480,45,48
1728,34851,5,1
1729,12967,14,15
1730,34852,15,2
396,34853,5,1
1731,34854,5,1
735,34855,8,1
1732,8420,6,16
1733,13667,12,13
1734,34856,2,5
1640,20334,39,39
1735,22181,7,6
1736,27168,3,4
1737,31526,5,5
1738,1061,14,15
1739,34857,4,1
1740,27742,3,5
1741,34858,1,6
1742,23383,4,5
1743,34859,1,22
1744,34860,5,1
1745,34861,4,1
1746,5455,1,75
1747,5407,6,8
1748,34862,7,1
1749,3589,1,12
1750,34371,1,5
1751,34440,6,5
1752,2660,8,16
1753,20645,31,22
1754,34863,6,4
1755,25402,5,36
1756,34864,5,1
1757,2778,1,31
1758,16988,8,11
1759,34865,8,1
1760,5648,20,15
1761,34866,11,9
201,34867,19,1
1762,34868,8,4
1763,15864,1,6
1764,7803,11,12
1765,34869,5,1
1766,29550,4,5
1767,34870,4,1
1768,34871,4,1
1769,34872,4,1
1770,21290,1,10
1771,15689,1,5
1772,34873,22,1
1773,34874,1,5
1774,3170,5,5
1775,11387,1,7
1776,34875,4,1
1777,19901,7,3
1778,17424,11,11
1779,34876,4,1
1780,28547,11,11
1781,13497,11,14
1782,34877,5,2
1783,1787,16,14
1784,34878,7,4
1785,24807,5,9
1786,24032,10,5
1787,13504,14,16
1788,34879,16,1
1789,27116,3,4
28,11996,12,14
1436,34880,4,1
1790,34881,7,2
1791,34882,4,2
1792,29266,10,11
1793,1157,7,14
1794,34883,16,1
1795,34884,5,1
1796,31104,10,8
1797,34885,1,4
1798,34886,4,2
1799,1640,36,39
1800,13264,13,14
1801,19712,11,11
1802,14495,9,8
1803,30003,6,6
1804,34887,9,5
1805,10736,2,4
1806,2685,26,26
1807,16472,4,10
1808,26680,5,10
1809,24811,27,28
1810,34888,2,6
1811,27640,1,4
1812,34889,5,1
1404,34890,4,1
1813,11934,6,6
1814,8971,7,5
1815,17123,13,18
1816,28371,1,4
1817,1790,4,7
1818,23679,9,7
1819,29266,3,11
1820,27234,3,4
1821,39,1,6
1822,34891,2,5
1823,34892,11,1
1557,32454,9,4
1824,15745,1,4
1825,16327,1,9
1826,31360,1,4
1827,8545,12,11
1828,34893,4,4
1464,11571,20,20
1829,15662,3,7
1830,34894,5,5
1831,33364,2,4
1832,34895,5,1
1833,2660,1,16
1834,34896,2,5
1835,14781,3,8
1836,10495,6,6
1837,1486,6,6
1838,30264,5,3
1839,7686,14,6
1840,22287,5,6
1841,10262,33,18
1842,34897,8,1
1843,1857,1,43
1844,5879,9,10
84,17000,30,13
1845,34898,3,12
1846,30273,1,5
1847,12280,7,8
1848,27917,7,19
1849,11795,1,7
1850,28222,1,6
1851,34899,4,6
1852,21265,3,6
1065,3841,18,30
1853,714,6,6
1854,27848,12,11
1855,34900,1,4
1856,34901,10,1
1319,13997,37,34
1857,34902,43,10
1858,22911,7,9
1859,19285,7,6
1860,15809,4,14
1861,12885,5,9
1862,34903,2,7
1863,28697,5,5
1864,7914,14,21
1865,19082,22,19
1866,33010,1,12
1867,9135,22,15
1662,6906,37,30
1868,4958,5,10
1869,34904,9,1
1870,10589,17,17
1871,34905,16,18
230,34906,5,1
47,24238,12,13
1872,5357,10,11
1873,24316,1,9
1874,34907,5,2
1875,34908,5,5
1876,17928,2,6
1877,13915,3,10
1878,190,7,7
1879,2509,1,5
1880,1084,1,18
1881,13615,1,5
1882,34909,4,1
1883,34910,4,1
1884,34911,7,8
1885,34912,4,1
1886,6291,10,8
1887,1415,22,20
1888,2765,49,20
1889,34913,4,1
1890,34914,5,9
1891,335,8,17
1892,34915,4,4
1893,30817,1,6
1894,7810,7,9
607,28469,11,11
1895,34916,4,2
1402,13671,42,23
524,785,12,12
1896,16541,6,5
9,3494,46,47
1897,20848,8,4
57,10790,24,22
1898,7271,1,6
1899,22734,25,36
131,34917,7,5
1900,19814,12,14
1901,32285,9,4
1902,34918,5,4
1903,22733,1,5
1904,1537,21,37
1905,34919,1,4
1300,1537,33,37
1906,34920,4,4
1907,32172,10,8
1908,34921,7,1
265,34922,19,6
1579,6572,16,13
1909,34923,4,1
1886,34924,10,8
31,124,24,49
1910,34744,6,4
1911,27474,10,12
1912,21487,3,6
1204,8610,26,20
1913,34925,12,3
1914,34926,14,2
1915,15189,8,7
1916,34927,4,2
1917,5009,11,11
1918,5900,8,7
1919,7526,7,9
1729,3285,14,21
1920,20584,4,4
1921,11377,13,12
1922,34928,5,1
1923,21019,4,2
1924,10477,1,65
11,13551,9,9
1925,21954,1,4
1926,10500,1,5
1927,34929,7,1
1928,17535,18,17
1929,34930,7,1
1930,34931,6,8
1931,30282,8,5
1932,22163,1,5
1933,34932,7,1
1934,34933,11,11
1935,34934,6,1
1936,13243,1,8
1937,7353,2,4
1938,32774,13,8
1939,5274,1,4
1779,34935,4,1
1940,1979,7,29
1941,4230,5,5
1942,29358,2,7
1522,34936,11,6
1943,34937,5,5
1944,30302,7,6
1945,6494,2,21
1946,34938,4,1
1947,33042,32,33
1948,34939,1,5
1949,34940,1,9
1950,10726,1,6
1951,34941,6,1
1952,11907,10,7
1953,9196,24,20
1954,34942,6,1
1955,18126,1,15
1956,26455,1,4
1957,1979,1,29
1958,34943,1,5
1959,7969,33,48
1522,10346,11,16
1960,15217,13,14
1961,6642,1,6
1962,21824,4,10
1963,34944,1,5
876,12969,13,11
1964,1040,5,7
1965,23262,6,4
977,34945,7,5
1966,29923,7,9
1967,10806,7,4
1968,10332,1,6
1246,28669,21,14
1454,10084,5,11
1969,8493,1,18
1970,141,1,4
1971,34615,11,10
1972,6054,25,21
1973,34946,7,2
1974,13135,6,15
221,5262,14,14
1975,34947,10,11
1029,22022,49,24
1976,2522,1,13
1977,2937,17,28
1978,672,2,4
1979,34948,29,1
1980,12978,1,40
1981,10361,19,23
1982,34949,11,1
1983,34950,10,9
43,682,21,38
1984,34951,4,1
1904,8017,21,25
1985,1211,19,18
1986,29619,8,5
1987,31168,1,4
1988,34952,6,5
1989,18433,7,13
1990,15648,15,15
1991,34953,23,19
1992,4809,7,7
1993,34954,5,1
1994,13906,6,8
1219,2937,47,28
1995,34955,5,1
1996,8605,6,9
1997,34956,5,4
1998,6611,8,8
1999,34957,5,7
2000,20821,1,48
2001,29768,26,23
2002,10361,18,23
2003,6318,1,13
2004,34958,12,2
2005,1379,13,12
2006,34959,1,4
2007,5204,18,10
2008,34960,4,1
2009,14139,2,19
1947,15462,32,32
2010,11395,1,12
1340,4726,21,20
2011,19374,3,6
2012,14106,27,23
2013,34961,8,1
2014,31968,8,8
2015,9051,4,2
2016,34962,1,10
2017,34963,1,6
2018,34964,18,14
2019,34963,1,6
2020,8237,5,5
34,34965,9,1
2021,2222,4,10
2022,28202,4,4
2023,34966,7,8
2024,16623,22,19
2025,34967,2,4
2026,34968,4,1
2027,34969,1,105
2028,27530,11,21
1535,7921,11,11
2029,34970,4,1
1153,34971,11,10
2030,5412,1,7
2031,34972,4,1
2032,5519,24,18
2033,23874,23,23
1794,32232,16,3
2034,9644,16,12
2035,9721,4,5
2036,34973,1,4
2037,22892,2,11
2038,14838,20,16
615,18337,19,10
2039,34974,1,8
2040,1482,45,38
2041,34975,4,1
2042,34976,13,1
2043,34977,7,7
2044,3210,8,6
2045,34978,9,4
2046,20049,12,13
2047,34979,7,7
2048,5480,49,48
2049,22471,2,14
2050,34980,4,5
2051,34981,1,4
2052,34982,10,9
2053,30821,1,4
2054,34983,4,2
2055,379,41,44
2056,26806,1,4
2057,33431,1,6
2058,34984,5,1
2059,34985,6,1
2060,34986,6,6
2061,34987,5,6
2062,6153,1,10
2063,8420,7,16
2064,34988,4,4
2065,34989,5,1
2066,34990,2,6
2067,5166,6,9
2068,34991,1,4
2069,1001,2,10
2070,34988,3,4
2071,9530,16,16
2072,4839,8,8
2073,5216,19,19
655,5793,50,39
2074,15773,22,22
2075,10131,1,4
2076,5732,5,4
2077,34992,1,5
2078,34993,7,1
2079,1382,5,2
2080,31947,12,12
2081,34994,7,6
2082,857,1,5
2083,3208,7,22
2084,34740,16,13
2085,34995,6,1
2086,33343,13,9
2087,2718,32,42
2088,34996,4,1
2089,2490,25,33
2090,15728,31,12
2091,34997,5,5
2092,34998,6,1
2093,6601,4,4
2094,34999,7,7
2095,35000,4,1
2096,7411,8,7
2097,35001,1,5
1029,24033,49,33
2098,14737,15,4
2099,15982,1,8
2100,35002,7,1
2101,35003,4,1
2102,22498,12,11
2103,34347,14,13
2104,10715,2,4
1056,4199,12,47
2105,31943,8,16
2106,34449,16,13
2107,1430,1,5
1455,1781,9,11
2108,35004,4,2
2109,35005,8,2
2043,23583,7,6
319,35006,7,1
2110,12672,15,17
2111,13165,13,9
2112,33536,6,4
2113,5228,1,23
2114,21818,19,19
2115,19814,7,14
2116,35007,4,1
2117,35008,4,3
2118,34655,2,4
2119,35009,2,5
2120,5808,28,23
2121,18091,2,4
2122,35010,1,5
2123,35011,5,4
2124,3869,8,5
1801,20439,11,11
2125,3329,24,8
2126,7925,1,4
2127,6347,8,7
2128,87,14,18
2129,17567,4,3
2130,35012,5,1
1794,35013,16,1
2131,13608,5,6
2132,29356,5,6
2133,35014,5,1
2134,31086,3,21
2135,798,31,11
2136,21687,1,4
2137,35015,17,1
2138,35016,6,6
2139,35017,12,15
2140,10576,6,5
2141,35018,5,1
2142,25646,1,4
2143,14560,10,10
1780,14694,11,14
2144,29643,26,3
2145,35019,5,4
2146,35020,9,1
2147,1787,18,14
2148,35021,5,1
2149,9601,2,5
715,7969,34,48
2150,35022,6,2
2151,1711,1,4
2152,1574,18,18
2153,3760,1,17
2154,35023,5,1
2155,1374,1,55
2156,35024,4,5
715,17724,34,49
2157,1686,13,9
1212,3513,18,21
2158,34969,6,105
2159,27376,8,9
2160,2256,9,11
2161,35025,6,1
2162,18905,10,11
2163,15153,7,9
2164,35026,1,4
2165,14025,8,16
260,3917,24,23
2166,35027,25,11
2167,35028,4,1
2168,35029,5,1
2169,35030,5,2
2170,35031,6,1
2171,14197,9,23
2172,35032,12,6
2173,20266,40,15
2174,9650,3,43
2175,11924,20,23
2176,12872,6,6
2177,35033,9,5
172,2040,45,45
2178,31182,1,5
2179,35034,4,1
2180,35035,4,4
2181,35036,1,7
2182,35037,4,4
2183,2490,25,33
2184,35038,5,8
2185,24175,8,9
2186,35039,11,6
2187,9770,14,13
2188,27739,4,4
2189,34502,5,4
2190,496,1,36
2191,34245,3,15
2192,35040,4,1
2193,35041,4,4
2194,35042,6,1
2195,34128,1,4
2196,35043,9,1
2197,14694,11,14
2198,5099,32,39
2199,22269,9,27
2200,35044,3,7
445,13559,23,32
2201,35045,4,4
1602,35046,9,1
2202,35047,4,1
2203,14478,9,9
2204,9622,1,5
2205,12928,4,8
2206,17084,6,11
1526,35048,4,4
2207,8185,3,7
2208,1014,26,25
2209,35049,4,3
2210,29973,1,4
2211,18287,20,21
2212,9567,8,10
2213,21492,11,6
2214,35050,6,1
2215,4164,13,17
2216,11845,10,32
2217,35051,6,2
2218,2067,1,6
2112,35052,6,4
2219,35053,1,7
2220,236,2,146
2221,34242,1,5
2222,35054,10,1
2223,35055,5,1
2224,18889,1,77
2225,35056,7,1
2226,13116,2,11
2227,6956,4,5
2228,35057,5,1
2229,15059,1,4
2230,35058,1,4
2231,29720,1,6
2232,4947,29,38
2233,27139,2,5
2234,3605,5,6
2235,35059,4,2
2236,35060,4,1
2237,35061,1,5
2238,29745,1,10
2239,34205,8,6
2240,35062,4,1
2241,35063,9,6
1732,17862,6,4
2242,3219,12,13
2243,2926,23,21
2244,8926,6,4
2245,8972,5,4
2246,21528,22,28
2247,17577,8,11
2248,35064,9,15
2249,9597,14,14
2250,34391,37,31
2251,35065,5,2
2252,23751,1,4
2253,35066,5,1
2254,35067,17,1
2255,35068,5,3
2256,22928,11,9
2257,35069,1,4
2258,35070,4,5
2259,6652,3,8
2260,35071,4,1
2261,8204,1,18
2262,31675,3,6
2263,35072,1,7
2264,31152,5,6
2265,524,9,12
2266,2864,1,20
2267,9812,7,3
2268,9343,19,19
2269,35073,3,7
2270,30736,24,6
172,2787,45,25
2271,4684,18,13
2272,35074,8,2
2273,11730,4,19
2274,35075,5,1
2275,2504,1,14
2276,35076,4,7
2277,35077,1,13
2278,11510,18,9
2279,9650,1,43
2280,12466,1,4
2281,11418,3,8
2282,35078,6,1
2283,5197,14,6
1921,18470,13,14
2284,35079,6,5
2285,15807,1,12
2286,5321,14,20
2287,35080,23,1
2288,28821,12,12
1073,35081,9,10
2289,16150,2,21
2290,589,8,7
2291,13279,23,14
2292,4649,2,10
2293,22376,1,5
2294,489,25,23
2295,6998,7,7
27,5192,6,8
2296,10329,18,41
2297,30815,1,6
2298,24084,8,9
2299,14286,10,11
2300,2110,12,15
2301,35082,7,8
2302,3810,51,43
883,35083,7,6
2303,20573,1,8
2271,19786,18,14
2304,10937,1,5
2305,35084,8,8
2306,3266,1,29
2307,33401,1,5
2308,35085,1,6
2309,35086,13,14
2310,35087,13,2
2311,13198,1,4
2312,27783,7,7
2313,18828,1,7
2314,201,14,19
2315,35088,8,11
2316,25485,27,27
2317,14538,1,5
2318,35089,8,1
2319,35090,4,1
2320,29265,6,4
2321,35091,6,1
2322,23517,5,6
1693,17727,13,8
2323,35092,1,4
2324,7827,10,9
2325,35093,4,1
2326,29414,19,32
2327,35094,8,1
223,17284,9,3
2328,22154,4,4
2329,6041,1,17
2330,35095,5,4
2331,12252,1,11
2332,19703,1,4
2333,35096,9,1
2334,31787,2,6
2335,22699,1,6
2336,14749,13,19
2337,11933,1,7
2338,21283,1,4
2339,15754,1,4
2340,18370,12,6
839,13350,38,50
2341,35097,15,3
2342,13458,1,10
861,3436,5,6
2343,24204,6,7
2344,35098,5,1
2345,2692,8,13
436,35064,30,15
2346,15344,17,6
2347,4336,1,6
2348,26170,15,11
2349,28691,12,12
2350,19558,39,33
2351,35099,5,1
2352,25100,1,4
2353,3964,12,43
2354,17030,2,5
2355,3917,24,23
2356,35100,1,4
2357,15338,21,8
2358,2990,7,6
2359,18861,5,5
2360,18392,20,11
2361,6147,8,8
2362,17026,6,6
2363,14930,3,8
2364,10346,6,16
2365,31594,6,6
2366,13776,1,9
2367,35101,8,4
2368,22690,29,23
2369,35102,5,4
2370,35103,5,1
2371,35104,10,1
2372,23042,7,7
305,16114,49,29
2373,32643,7,6
2374,35105,4,1
2375,35106,4,1
2376,35107,4,1
2377,35108,4,1
2378,5128,1,4
2379,4635,1,5
2380,17876,10,18
2381,13493,1,5
2382,29690,24,34
2383,3173,6,8
2384,35109,1,6
2385,23301,1,4
2386,15463,5,5
2387,35110,4,2
2388,17886,7,5
2004,28716,12,5
2389,25554,26,22
2390,29660,7,14
2391,35111,4,2
2392,21001,5,5
2393,3309,28,34
2394,18564,5,5
2395,17457,4,3
2396,1727,45,45
2397,24728,13,27
2398,5982,5,5
2399,35112,5,1
2400,35113,1,5
2401,33639,13,13
2402,35088,7,11
2403,1731,1,5
2404,18233,7,8
2405,8540,18,10
2406,25271,13,22
2407,35114,4,2
2408,236,22,146
2409,35115,20,9
2410,34795,6,20
547,7969,11,48
2411,35116,7,1
2412,342,4,26
2413,11793,28,20
2414,35117,1,7
2415,15980,4,7
418,3699,27,34
2416,35118,5,7
2417,35119,5,3
2418,35120,1,4
2419,35121,3,5
2420,2105,12,8
2421,35122,6,1
2422,22772,7,7
2423,35123,5,5
2424,35124,5,1
2425,1426,25,36
2426,12196,7,4
2427,24324,1,6
2428,35125,5,1
2429,35126,4,1
2430,31584,1,4
2431,35118,5,7
2432,1361,15,10
2433,34964,13,14
703,34403,22,22
2434,19351,1,7
2435,34911,6,8
2436,3504,15,5
2437,12651,1,22
2438,1050,13,13
2439,25148,15,24
2440,35127,9,6
2441,29109,12,12
2442,35128,11,7
1586,26680,7,10
2443,35129,4,5
2444,5684,6,7
2445,5455,2,75
2446,178,20,19
2447,23619,25,25
2448,35130,1,7
2449,13691,1,5
2450,17214,5,18
2451,28427,1,5
2452,35131,3,11
940,26009,4,6
2453,26849,5,5
2454,19436,10,12
421,12642,33,27
2455,6608,20,20
2456,35132,7,1
257,35133,7,1
2457,35134,1,35
2458,24567,11,9
2459,35135,4,1
807,13032,23,15
2460,35136,4,1
1614,12039,6,4
2461,23510,8,10
2462,16063,9,10
2463,7021,5,5
2464,35137,5,1
2465,4998,5,11
2466,35138,4,1
2467,20934,4,6
2468,35139,8,6
2469,5779,1,35
2470,18302,2,5
2471,2703,20,20
2472,22722,11,11
2473,14075,4,5
2474,35140,4,1
2475,35141,4,1
2476,29320,2,5
2477,457,17,15
2478,26851,4,3
2479,35142,1,6
2480,35143,15,2
2481,8249,1,6
2482,35144,13,9
2483,16044,1,6
2484,4656,16,18
2485,8335,5,18
2486,35145,7,1
2487,35146,7,1
898,101,42,44
2488,35147,1,5
2489,24268,20,24
1140,35148,20,1
2490,13559,33,32
463,7783,36,23
1291,9393,8,12
2491,35149,4,5
2492,35150,6,3
2493,35151,5,6
2494,20572,5,5
2495,35152,5,2
2496,35153,4,2
2497,35154,5,6
2498,12105,4,14
2499,34403,21,22
2500,22986,1,4
2501,35155,1,5
2502,35156,4,1
1806,11039,26,27
2503,35157,4,1
2504,16749,14,5
2505,32267,5,4
2506,35158,5,2
2507,35159,4,2
2508,35160,4,2
2509,35161,5,1
2510,13913,4,5
2511,651,2,28
2512,17535,17,17
2513,35162,7,1
2514,15321,5,4
2515,4211,7,11
2516,14508,2,4
2505,34543,5,26
2291,12214,23,17
2517,7622,1,11
2518,9207,9,13
702,35163,6,1
2519,1483,10,10
2520,35164,1,9
2521,35165,6,1
2522,35166,13,1
2523,25491,8,4
2524,1584,1,4
2144,34943,26,5
2525,13717,1,4
2526,35167,2,4
2527,35168,5,4
2528,35169,1,17
2529,7738,3,4
2530,3422,5,6
2320,16963,6,5
2531,21245,22,22
2532,14129,1,7
2533,35170,4,2
2534,15356,15,13
2535,35171,5,1
674,8260,8,14
2536,35172,4,2
2537,16856,4,5
2538,30898,10,6
2539,11407,3,5
728,35173,16,2
2540,35174,22,1
2541,19552,1,5
2542,35175,32,24
2543,10423,8,9
2544,14770,12,13
2545,29659,1,4
2546,35176,1,8
2547,12191,15,12
2548,29006,7,9
2549,35177,1,7
2550,35178,5,1
2551,20327,7,7
911,35179,8,1
2552,24268,27,24
1972,8386,25,27
2553,3633,1,12
2554,27831,8,7
2555,12574,20,18
2556,3998,21,19
2557,35180,5,1
2558,18801,1,5
2559,3737,24,17
2560,35181,1,5
2561,35182,5,4
2562,12917,5,3
2563,16056,13,2
2564,4543,9,7
2565,5455,1,75
2566,8236,6,107
2567,12596,1,4
2328,4598,4,3
2568,8151,10,11
2569,1587,8,7
2570,35183,4,1
2571,25540,12,12
2572,17181,1,12
2573,385,12,15
2574,35184,1,4
2575,22933,1,4
2576,35185,4,1
2089,13154,25,33
2577,20049,1,13
2578,2407,2,4
2579,22407,8,13
2580,3980,19,38
2581,35186,6,1
2582,18996,4,5
2583,1823,10,11
2584,35187,1,7
2585,35188,8,2
2586,1495,3,13
2587,29285,13,8
2588,13653,1,20
2589,2807,6,8
2115,14087,7,8
2590,22927,14,7
2591,35189,4,1
2592,35190,6,1
2593,35191,5,1
2594,18725,2,5
2595,35192,5,1
2596,35193,11,1
2597,35194,13,1
1558,32034,21,35
2598,27244,2,4
2599,26468,12,9
2600,18484,6,7
2601,8929,1,4
2602,32532,12,12
2603,33844,5,4
2604,15557,1,5
2605,15635,19,23
2606,11668,17,9
2607,35195,5,1
2608,34574,13,12
2609,3511,9,10
2038,35196,20,1
2610,34030,4,4
2611,697,13,15
2612,10799,4,14
2613,35197,1,4
